Player ID,FullName,Primary Position,Secondary Position,Team,Age
956092f1-06bb-42eb-ae5f-2ca84a3d8efc,David Sanchez,3B,RP,Portland Captains,36
2f30db88-c078-4f5e-9455-95ad37d4e06f,Samuel Garcia,SS,2B,Portland Captains,27
7bb8b3f8-33f2-45e4-a336-cd83542b9913,Tyler Sanchez,LF,C,Portland Captains,35
1e1e1385-509e-4341-a9e0-23ff8e118412,Matthew Reed,CF,DH,Portland Captains,36
afe2b457-5f11-44b8-990e-596b60deeac8,David Sanchez,RF,1B,Portland Captains,31
58959a7d-34fd-4d02-b81d-57f6a93cdd7d,Andrew Johnson,DH,RF,Portland Captains,28
4d03860e-b7c0-45f3-98cd-66df70c6be41,Joshua Foster,C,SS,Portland Captains,21
181cc8c8-f78a-4c1d-acf0-c8895ef99fbd,Robert Carter,1B,LF,Portland Captains,29
1418810b-4db3-4f6d-a137-93a0e5789636,Thomas Johnson,2B,RF,Portland Captains,22
2dcf4cad-fee9-445d-a1d2-faf9c4f3266c,Andrew Parker,3B,SS,Portland Captains,35
7ca6a657-d9c6-4f14-9910-4615613c43f6,Samuel Garcia,SS,2B,Portland Captains,24
c83fca41-e0eb-45be-a39d-285bfce6980d,Daniel Lopez,LF,1B,Portland Captains,21
2ae44168-94d7-4173-b926-23d5e59fc346,Jordan Hayes,CF,DH,Portland Captains,31
d1e8dddd-8290-4ca0-afee-c08265c743e1,Matthew Turner,RF,SS,Portland Captains,35
1024bb05-c11f-4600-bca1-2ccc31076bcb,Robert Johnson,DH,2B,Portland Captains,32
4da648bd-fb63-4a21-b049-5ab913763305,Jordan Baker,SP,2B,Portland Captains,33
aea7ae53-8b89-429d-882b-805aa9c5000f,Thomas King,RP,SS,Portland Captains,38
ab668146-55a7-40fd-9c30-0192f9aa8ba2,Michael Morris,C,3B,Portland Captains,28
c74c6b09-3728-43a6-8012-211dc3e597f1,Anthony Garcia,1B,RF,Portland Captains,24
df75fc89-7ec8-4bc8-b1b3-cd70394cd6c7,Michael Johnson,2B,C,Portland Captains,21
b02942f3-405e-456b-84c0-2ae28aa0fc48,Michael Edwards,3B,2B,Portland Captains,33
735f4ce6-eee1-4596-ba18-1cf46852819c,Thomas Sanchez,SS,C,Portland Captains,27
8f2c8ef0-ea74-438e-aab0-148eb32763da,James Sanchez,LF,C,Portland Captains,22
f5c656df-0ac8-4ee1-bce5-f01ce04ee533,Mark Nelson,CF,SP,Portland Captains,36
feb18f72-8049-4730-8c4d-998e92cdf0c1,James Lopez,SP,RP,Baltimore Pilots,36
46d45a44-139a-4f97-996a-883399e07f4d,John Carter,SP,RP,Baltimore Pilots,24
eba70181-7df4-4031-96de-f5f1fbad6faa,Robert Foster,SP,C,Baltimore Pilots,22
0a01ec6a-0856-4528-9daf-e16050c22156,William Diaz,SP,CF,Baltimore Pilots,31
babdcab3-553f-4a97-b290-8d4244d99008,Daniel Baker,SP,LF,Baltimore Pilots,33
43f0db37-fd16-493f-982c-ca49d396f24b,Brandon Lopez,RP,3B,Baltimore Pilots,28
362396fc-4937-433e-a435-4da7e6f006ce,Anthony Adams,RP,SP,Baltimore Pilots,24
7298bb1b-e702-4f56-89a8-1ceadba1802b,Mark Carter,RP,SP,Baltimore Pilots,36
470afc13-5b8f-41d9-a1c5-a1f890f9e8dc,Matthew Reed,RP,2B,Baltimore Pilots,31
2ad95ed7-0265-4e1c-a6d3-22483004cc8e,Mark Diaz,RP,C,Baltimore Pilots,19
ae44d47f-64f7-4d6e-a725-6d5989e2ad24,William Turner,RP,CF,Baltimore Pilots,20
d9c5ceb4-a2b5-488c-ac43-8a60f8ca303e,Tyler Sanchez,RP,1B,Baltimore Pilots,36
3c9b9181-dcab-48c3-9ea6-01cd7ee0dde2,William Irving,RP,RF,Baltimore Pilots,28
7a06f4c0-4a6d-48de-afc5-2aa543024ebd,Michael Carter,C,RP,Baltimore Pilots,28
5b846fcf-782c-46ed-9b03-1fecf687da60,William Irving,1B,SS,Baltimore Pilots,19
28c8a5e4-1e30-4dc9-a09e-d1f642c3a699,Michael Nelson,2B,DH,Baltimore Pilots,19
45dbae39-5d22-4ba0-97d1-4fe0942d5317,Thomas Edwards,3B,RF,Baltimore Pilots,27
937b4689-b71c-479b-a5d3-50fc8bffdc34,Jordan Adams,SS,C,Baltimore Pilots,24
7676b20c-3551-4780-9a68-fa05d1f939c2,James Johnson,LF,SS,Baltimore Pilots,38
61dcda41-0a21-45ab-aad5-40e656994fcf,Samuel Foster,CF,RF,Baltimore Pilots,31
f5117b48-5c09-452c-ac4b-580e4b3badb1,Tyler Baker,RF,C,Baltimore Pilots,22
c9a7af5e-7fc9-4a64-9484-a49559053543,Thomas Irving,DH,CF,Baltimore Pilots,25
f6823492-f044-4f77-a53f-5e02fe0b8062,Tyler Parker,C,LF,Baltimore Pilots,22
1cffe981-74db-4390-ba14-986bfac45c1c,Tyler Adams,1B,SP,Baltimore Pilots,29
9a4e045c-39a0-4d9b-8bc9-058e6c74e004,William Lopez,2B,DH,Baltimore Pilots,30
72bb8aea-52b5-476f-b75c-6603c01115bd,Michael Owens,3B,RP,Baltimore Pilots,22
3698c4ae-6015-4032-b74f-86b6cc0ca084,Thomas Johnson,SS,LF,Baltimore Pilots,33
62b1a450-7fef-481c-970d-bb2353dbc8ff,Joshua Adams,LF,CF,Baltimore Pilots,37
2382686f-b8b3-43ac-abec-e7b5e2d8bbca,Ryan Owens,CF,1B,Baltimore Pilots,21
46ec71a6-2eee-499d-9e52-b2586e5ace06,Andrew King,RF,CF,Baltimore Pilots,38
efbd1e26-1e78-4078-9327-acd1e72fe7e7,Anthony Hayes,DH,CF,Baltimore Pilots,22
ca7a43e5-787d-44f7-81d3-0b78f03770a2,Andrew Sanchez,SP,SS,Baltimore Pilots,19
a2c920d0-f8cf-4905-bb0d-e19ffb4fa499,Mark Walker,RP,RF,Baltimore Pilots,26
c44ffd19-291c-4c55-b622-c0711590caa2,Anthony Baker,C,LF,Baltimore Pilots,20
6213b9f0-0239-4b7b-b248-85ef308c2c76,Robert Turner,1B,SP,Baltimore Pilots,37
3008477c-5477-4dc4-919b-a427ca6997bb,Samuel Walker,2B,RF,Baltimore Pilots,35
dc350b50-ae43-4825-a3ca-b0266b637045,William Johnson,3B,LF,Baltimore Pilots,20
9e9ca547-bbde-4f5f-a27f-459870fc4e8f,Tyler Parker,SS,RP,Baltimore Pilots,32
d166aff4-e625-4197-ae77-d126bb4fb16d,Samuel Parker,LF,C,Baltimore Pilots,35
880b7303-909c-4c38-9f3a-114966e127ef,Robert Parker,CF,LF,Baltimore Pilots,28
a22061d6-3369-491c-a5c2-36bb48174009,James Irving,SP,1B,Austin Stars,33
8fcd1f52-80c6-45d7-bdec-d8b12f37b934,William Carter,SP,SS,Austin Stars,32
fb5fbb70-00e8-47de-87c4-38addbf140d6,Joseph Baker,SP,C,Austin Stars,33
45188274-25b1-4ac6-ae5c-3411f7b7496c,Ryan Owens,SP,RP,Austin Stars,29
4666b080-fdf1-45ef-bf51-b65e04d5eb99,Ryan Reed,SP,RP,Austin Stars,22
c3db0baf-076f-4ca5-bc44-9deb6a703341,Matthew Hayes,RP,2B,Austin Stars,35
0e1ed323-0b99-421f-b2a6-ed126abec624,James Baker,RP,SS,Austin Stars,34
f27e9bff-41fa-49cd-bf34-596bb31f5b62,James Morris,RP,SP,Austin Stars,25
2f35013e-c13b-4ebf-bcd6-b232373001df,Thomas Garcia,RP,DH,Austin Stars,29
94280891-c1cf-42f5-b5aa-7d43d5e3c2f8,Brandon Walker,RP,LF,Austin Stars,21
8aa9bcb8-3ffa-4d57-a83f-2cb4d084b9f6,James Parker,RP,RF,Austin Stars,33
c39b1107-f0ca-4d7f-af06-7147648282cc,Ryan Edwards,RP,SP,Austin Stars,23
ddfe8f77-77cd-4970-957c-fc0625ec70b4,Nicholas King,RP,1B,Austin Stars,25
39a618e6-83c8-476f-8d81-878371038d20,Brandon Hayes,C,1B,Austin Stars,32
da9fa9fe-8950-4f57-99f3-f393ca431776,William Foster,1B,RF,Austin Stars,22
ef818f4a-41db-4a36-bbf3-e42cbe8b6692,Ryan Nelson,2B,RF,Austin Stars,33
3ba8369b-9db6-4072-a5bf-93ba78e5c93f,Robert Nelson,3B,SS,Austin Stars,27
be885ad1-2a5b-43cf-ac5a-a34e0e998d91,Tyler Johnson,SS,RF,Austin Stars,33
34a7e330-6451-4ae3-8a08-13445864235f,William Reed,LF,1B,Austin Stars,32
62065e1e-4155-40e6-ba17-04535b218fe8,Mark King,CF,C,Austin Stars,35
1adda192-b64a-4f0e-90c0-e556e1a5d61c,Michael Diaz,RF,RP,Austin Stars,29
b4b944f9-97b0-4631-8fe3-5be4bad0be5b,Matthew Nelson,DH,SS,Austin Stars,38
45a04b78-4213-436b-a142-61fd63b77e14,David Diaz,C,SS,Austin Stars,31
60c16b5f-5b70-45dc-a7c2-97bf01e56491,David Irving,1B,SS,Austin Stars,26
d22eae3d-cca9-4007-900e-b5a21b8400d5,Michael Baker,2B,CF,Austin Stars,19
17df3e2c-b884-4e1d-af8d-f62484d5e659,Brandon King,3B,SS,Austin Stars,25
2eaf6a69-d663-4602-9379-8d6e5ac81b6a,Tyler Hayes,SS,C,Austin Stars,19
812e1dbf-831d-49bc-bae2-423395ca015c,William Hayes,LF,C,Austin Stars,33
82302d99-c422-4519-8a97-6d7b4131bb9e,Michael Reed,CF,RP,Austin Stars,29
de22e171-b53f-41b5-9414-037218628c87,Joshua Baker,RF,2B,Austin Stars,27
d9cb241a-12e5-40e2-9982-cf8110ecdb5b,David Hayes,DH,1B,Austin Stars,32
4842fa0e-1b83-42dc-9d03-2f446926c5bc,Michael Baker,SP,SS,Austin Stars,35
b9f67d6b-32ce-4545-b481-808ba913b139,Daniel Parker,RP,LF,Austin Stars,29
1db2b371-9aac-400b-9a43-ba095ae813db,Jordan Adams,C,RP,Austin Stars,32
94963640-47f7-43c1-ae3d-2ad8a0cf643a,Tyler Nelson,1B,RF,Austin Stars,21
8205202f-d32e-406f-bde3-38add3d26da7,Andrew Irving,2B,DH,Austin Stars,37
684a5a65-fffc-4cfa-b192-c61ceefa17a5,Robert Morris,3B,LF,Austin Stars,28
aa2f8661-3da6-4ffe-9033-3caad7c86c33,Daniel Sanchez,SS,RF,Austin Stars,20
bda310b1-8027-4a68-abba-5c7447542cb9,Brandon Carter,LF,DH,Austin Stars,28
bb574fd6-15f9-4543-b08f-2b9df0b7c328,Thomas Owens,CF,1B,Austin Stars,34
9f6bcf89-6815-4f34-b0c3-fc51665841f5,Jordan Edwards,SP,CF,Toronto Lions,28
41f443e3-099e-4a5f-adc4-4693cad1d3d8,Tyler Lopez,SP,RF,Toronto Lions,21
d84e8a1a-9f58-4d32-aeeb-cd5078280285,Brandon Garcia,SP,RF,Toronto Lions,19
4c38e62e-b376-48bd-a234-54de3df5807a,Daniel Baker,SP,DH,Toronto Lions,36
dcfffcc0-e674-4feb-adab-3da8d6715c73,Mark Edwards,SP,LF,Toronto Lions,30
bb64f666-d592-4db1-b4ec-535f4799cc30,Andrew Adams,RP,SS,Toronto Lions,30
46de7c83-cb78-49a6-8b6c-30f8983ba4bc,John Johnson,RP,CF,Toronto Lions,34
7446fbf2-a772-4d7a-a7fc-1e34965c5fce,David Johnson,RP,2B,Toronto Lions,20
77168166-3606-4efb-99ec-f12b648ec9d4,Anthony Turner,RP,2B,Toronto Lions,26
357f8159-b97c-4123-b4c2-0e6a6165bd2e,Nicholas Foster,RP,C,Toronto Lions,30
aac26eb0-9a91-47d7-9925-f4948925b171,Tyler Foster,RP,LF,Toronto Lions,20
87080426-db88-4c75-87a6-75e051a87ab8,Robert Morris,RP,CF,Toronto Lions,34
bc2a3044-d86b-4614-a8e5-71e6c9e10d8e,Joseph Turner,RP,SP,Toronto Lions,21
beac8fa3-6abf-44a9-b346-aaf653e57215,Michael Lopez,C,2B,Toronto Lions,36
18148cbd-5ec9-4a99-8ac0-3501edad83c9,Tyler Adams,1B,SS,Toronto Lions,26
6e463dc2-c9e6-42db-9388-1e056681c579,Brandon Adams,2B,SP,Toronto Lions,26
11256fea-1021-4b3c-904a-6682a825dfdb,John Nelson,3B,CF,Toronto Lions,29
9a63bde1-4ec2-46b0-ada6-6f63bca84ba8,Tyler Johnson,SS,C,Toronto Lions,24
254a50d7-e399-4a4a-8a6d-d1881ca59690,Robert Walker,LF,DH,Toronto Lions,26
234872de-1d8a-499d-b975-ea203dc0ccbb,Daniel Garcia,CF,SS,Toronto Lions,27
a4c880e7-b636-4ac3-bc8f-6da363de49ef,Tyler Sanchez,RF,SS,Toronto Lions,25
d1326315-54f3-4e2b-9eb2-6b2aecfef1df,Mark Diaz,DH,SP,Toronto Lions,37
63ba9a89-5550-45bc-b5ec-b5a2078d9c19,Nicholas Garcia,C,CF,Toronto Lions,34
01c0034f-960a-4dcf-b6b9-46cbcf029ef3,Brandon Owens,1B,RF,Toronto Lions,34
4801eeb4-eb7c-4c78-ae75-18d21d6a9d46,Thomas Edwards,2B,C,Toronto Lions,28
04355fba-30e4-4df1-b508-2e8a0c775f01,Robert Diaz,3B,RP,Toronto Lions,35
ca549041-4be4-48d3-be37-ae49c70cd03e,Brandon Morris,SS,C,Toronto Lions,23
d04da072-3db8-44cd-ada1-8f54e926f4ea,Tyler Parker,LF,SS,Toronto Lions,28
fe4b2186-22a3-4a3d-9b11-c9256479f990,Mark Walker,CF,LF,Toronto Lions,19
3b79d4bd-6ec4-422a-984e-d5ad3146da3c,Mark Lopez,RF,SP,Toronto Lions,36
f1dc0987-e8db-496c-859d-dcbfe5604ff8,Nicholas Morris,DH,RF,Toronto Lions,28
3339afa9-41af-46a7-9770-a4eec203af86,Samuel Foster,SP,3B,Toronto Lions,26
3aec1d8b-eb7c-4373-b752-352cd369c031,Joseph Walker,RP,SP,Toronto Lions,23
e76424f4-eaba-48b0-a36a-7da73cf696e2,Joseph Adams,C,SS,Toronto Lions,32
8bd8d5d3-4cbb-4071-bf14-e3ee2428d21d,Jordan Nelson,1B,LF,Toronto Lions,37
68f8e9a9-2530-403a-bb20-d82ebde70f47,Robert Nelson,2B,C,Toronto Lions,19
54cf8b1f-2bb3-47ad-8bc7-96a12d167d3f,Brandon Adams,3B,2B,Toronto Lions,37
2a6b74bb-a214-4919-8139-4c09b1bf930e,Michael Nelson,SS,2B,Toronto Lions,34
6ebe9e8b-dcff-4ec7-b420-21b632620489,Thomas Carter,LF,RF,Toronto Lions,29
a60bfb2a-c266-4b1b-9976-347dcff23d47,Daniel Johnson,CF,SP,Toronto Lions,30
7a8cbefb-3317-419b-8e6f-c00a96059d00,William Morris,SP,DH,Pittsburgh Bears,36
5286610b-4b80-4948-bb4d-90ef47d5b3c7,Nicholas Foster,SP,1B,Pittsburgh Bears,29
fa2612ba-b2a2-4ce6-9db4-79b8a0c602b5,Joshua Turner,SP,C,Pittsburgh Bears,37
901b2ff4-4944-44f6-aa7e-113c0ac18dbd,Michael Sanchez,SP,RF,Pittsburgh Bears,20
36c02156-0e4c-43e5-87b4-1bbc44cf4189,Anthony Owens,SP,CF,Pittsburgh Bears,37
49e968d1-fe2c-4608-a3fe-20c861472854,John Johnson,RP,2B,Pittsburgh Bears,31
27efd338-7e44-475c-a800-5b2b9dbe08b9,Ryan Diaz,RP,DH,Pittsburgh Bears,22
3f51ab30-73d6-48e1-a353-9756dcb859d2,Joseph Parker,RP,2B,Pittsburgh Bears,28
c5d0b01b-d4e7-4501-b796-439b6720620b,Nicholas Reed,RP,RF,Pittsburgh Bears,29
8d657404-d20b-4e5f-a06e-a98867fb1c8d,Nicholas Edwards,RP,2B,Pittsburgh Bears,31
0ea6241d-496e-4317-ac6f-6bd4e2436bba,Brandon Nelson,RP,2B,Pittsburgh Bears,24
5448180c-f204-44b7-96b5-1908df9aa6ca,Mark Garcia,RP,CF,Pittsburgh Bears,29
f11ac6f8-ba84-4611-8393-bffee451381c,Thomas Lopez,RP,SP,Pittsburgh Bears,32
58d8011c-b13c-4fd9-817a-1d05d8cbf30e,Tyler Turner,C,CF,Pittsburgh Bears,34
e3f63cee-dce9-4253-89ad-21a737a71104,Daniel Edwards,1B,2B,Pittsburgh Bears,30
96e3f7d9-03f9-4f8a-ada0-0ca025188d30,Daniel Walker,2B,3B,Pittsburgh Bears,36
ebd46eab-9b77-4ada-8ec6-c3b606741226,Joshua Morris,3B,1B,Pittsburgh Bears,25
b9d626e0-1fd5-4806-98fe-fb4438cb4b8c,Robert Edwards,SS,3B,Pittsburgh Bears,25
22994f85-0e38-44b6-8c95-ea394861c8fb,Anthony Walker,LF,C,Pittsburgh Bears,27
8f03749e-405d-4545-a442-97808b3bef1a,Michael Turner,CF,C,Pittsburgh Bears,27
f55ee944-873a-411c-8904-361d07518a93,Anthony Garcia,RF,SP,Pittsburgh Bears,34
718604f9-e0c6-4f8a-871f-42fb632890fc,Tyler Lopez,DH,CF,Pittsburgh Bears,36
c8f5d40a-f296-4e9c-902a-a1463f9e50dc,Joseph Walker,C,1B,Pittsburgh Bears,30
873fcd5d-b9b6-4e07-9351-5ce974b9f85c,John Morris,1B,3B,Pittsburgh Bears,36
02c56d7d-0fb3-49d6-bdbe-013c580c61d8,Matthew Irving,2B,RF,Pittsburgh Bears,38
ce7af3f8-7924-475b-b94f-70b35183d098,William Garcia,3B,SS,Pittsburgh Bears,21
b9eec57b-157b-4ca6-8227-206ba09ee3d0,David Nelson,SS,1B,Pittsburgh Bears,35
72d062c9-a994-40aa-8333-734bd4c652dc,Brandon Baker,LF,CF,Pittsburgh Bears,28
5ccdd6d9-bb2c-4f99-9f2f-53e93db3893f,Michael Nelson,CF,C,Pittsburgh Bears,21
8d1b4635-6c7d-49fe-bf12-796826834e4a,Robert Johnson,RF,C,Pittsburgh Bears,21
43a54a54-4ecc-40af-aef7-981ad8560216,Samuel Edwards,DH,RP,Pittsburgh Bears,22
41cbe8c0-cce2-4d68-9679-494217354eff,Robert Parker,SP,2B,Pittsburgh Bears,36
